,yTestTrue,VGG16_0,VGG16_1,VGG16_2,VGG16_3,ResNet50_0,ResNet50_1,ResNet50_2,ResNet50_3,InceptionV3_0,InceptionV3_1,InceptionV3_2,InceptionV3_3,Xception_0,Xception_1,Xception_2,Xception_3
DME-1102486-2,3,9.520195e-12,8.827808e-13,2.1276746e-07,0.99999976,0.0003954146,2.0228221e-07,6.005368e-06,0.99959844,0.0028583147,0.0040476113,0.056078166,0.93701595,2.5593972e-05,7.1198185e-05,0.0003219194,0.9995813
DME-1102486-3,3,5.641004e-09,8.214715e-11,1.3765987e-06,0.99999857,3.387599e-05,2.136008e-07,6.374835e-06,0.9999596,0.00059336826,0.005570228,0.028046815,0.9657896,4.50136e-05,1.9596466e-05,0.00010421932,0.9998312
DME-1102486-4,3,1.586888e-11,1.5293786e-12,5.0576634e-08,1.0,1.8713441e-05,5.088609e-10,1.2647859e-05,0.99996865,0.00048475142,0.00015196353,0.024878472,0.9744848,6.492745e-05,8.334379e-06,0.00057075924,0.999356
DME-11053-1,3,0.0014153497,0.03721091,0.00011274111,0.9612609,0.0025451302,0.000303211,0.0010299971,0.9961216,0.0004674202,0.003530786,2.7022204e-05,0.9959747,0.19999145,0.023053816,0.00029178153,0.776663
DME-119840-1,3,3.0146698e-08,2.0057205e-06,3.890643e-06,0.99999404,6.5397006e-07,4.1194002e-05,3.4751112e-05,0.99992335,0.00031027323,0.0011945358,0.00034643267,0.9981488,8.2285755e-05,2.3577579e-05,2.002813e-05,0.9998741
DME-1274315-1,3,4.9847536e-08,1.7604007e-09,2.6142352e-08,1.0,0.0014907313,2.226368e-08,0.00038168032,0.9981275,0.0005355937,6.816541e-05,0.0033163084,0.99607986,9.085822e-06,3.812785e-07,0.000108965476,0.9998816
DME-1274315-2,3,0.002517433,0.00012332575,9.293056e-06,0.99735,6.568837e-05,2.0044456e-06,0.0003567034,0.99957556,0.00032178167,0.0011184809,0.0048718755,0.9936878,3.4016155e-06,1.7266757e-07,8.881954e-06,0.9999875
DME-138971-1,3,5.163809e-07,1.4027214e-08,0.00025769605,0.99974185,0.0011748845,7.760329e-05,0.97575027,0.022997195,0.00041853395,9.0888636e-05,0.009754072,0.98973644,0.0009454965,0.0006122816,0.009121151,0.989321
DME-138971-2,3,0.0060683023,0.0028316632,1.4635763e-05,0.99108535,0.00039342817,0.0003706355,0.0011677154,0.9980683,9.7597e-05,2.8590677e-05,5.2920408e-05,0.9998209,2.5556549e-06,9.220885e-09,3.1214176e-06,0.9999943
DME-1430899-1,3,9.89786e-09,1.4301958e-07,4.2639447e-05,0.9999572,2.6031473e-06,0.00034107396,0.6902453,0.30941108,0.00081958313,0.0001484425,0.0037287045,0.9953033,5.5964006e-06,3.9322754e-06,0.008791357,0.9911991
DME-1479682-1,3,7.533776e-07,6.246217e-08,2.6649304e-06,0.99999654,0.00015569488,7.785769e-06,0.00044364645,0.99939287,0.0054119593,3.2366945e-06,0.0006102135,0.9939746,3.63919e-06,1.1281289e-06,5.7335005e-06,0.9999895
DME-15208-1,3,1.8123309e-07,1.1021566e-07,2.1282535e-06,0.9999976,0.0011387849,7.8060126e-05,0.17728154,0.82150155,0.036073435,0.0035376723,0.02678485,0.93360406,0.0009790137,2.9278974e-07,8.273007e-05,0.9989379
DME-15208-2,3,0.00034725657,9.198842e-06,1.3601745e-06,0.99964225,0.8528329,0.00031691027,0.0005148908,0.14633532,0.38390145,0.2578209,0.0027492521,0.3555284,0.0009279833,4.311473e-05,8.2671446e-05,0.99894625
DME-2091157-1,3,3.2395458e-06,2.3976163e-05,0.07339793,0.92657495,3.946933e-06,1.2633975e-08,3.9991504e-05,0.99995613,0.071884975,0.005261852,0.17553714,0.747316,4.043745e-05,4.8905156e-05,7.558011e-05,0.999835
DME-2105194-1,3,0.10384924,0.0035188568,0.00021609452,0.8924158,0.7416585,0.00022672335,0.00073747354,0.2573773,9.06627e-05,5.8324487e-05,1.6553378e-05,0.9998344,3.9519946e-05,2.4655026e-07,1.334505e-05,0.99994683
DME-2126962-1,3,4.4031045e-09,8.699223e-12,6.297083e-07,0.9999994,3.273528e-06,2.6248745e-07,3.8165887e-05,0.9999583,0.0003725946,0.040313136,0.10094581,0.8583684,0.00013399747,0.00021083775,0.002231939,0.9974233
DME-2261889-1,3,3.3814234e-05,2.3098171e-05,0.00047751793,0.9994655,0.34400544,0.12787567,0.0045304094,0.52358854,0.026959417,0.076682344,0.025719054,0.8706392,6.2086314e-05,0.00010261685,0.003582968,0.99625236
DME-2556938-1,3,0.001276087,0.00095922453,0.0005415145,0.99722326,1.6933827e-05,6.434365e-08,4.7218837e-06,0.9999782,0.0007544927,0.10944296,0.36347318,0.52632946,0.000110394845,4.918468e-05,0.0965474,0.9032931
DME-2630113-1,3,2.0966534e-07,2.880405e-06,1.5083428e-06,0.99999535,9.579286e-06,9.887908e-06,3.713853e-05,0.9999434,0.00088598,0.0039203456,0.0030002915,0.9921934,1.7954138e-05,6.774716e-07,3.7478835e-06,0.9999777
DME-2630665-1,3,4.680899e-07,9.252618e-09,0.00013249736,0.99986696,0.003935871,7.6462085e-05,0.039102525,0.9568852,0.005636993,0.067850016,0.71578175,0.21073124,6.700321e-06,1.3409726e-05,0.00024037821,0.99973947
DME-269181-1,3,7.086549e-06,2.1333635e-06,0.0070996555,0.9928911,3.7267744e-06,2.1536594e-05,0.0003016345,0.9996731,0.0064357314,0.0022133517,0.0022840574,0.98906684,3.8349e-05,3.45313e-07,4.0651103e-06,0.9999572
DME-269181-2,3,0.0008408172,2.9374896e-06,0.00018287866,0.99897337,0.00010643137,8.814038e-08,1.9131292e-05,0.99987423,0.0022638275,0.00039307342,0.001233598,0.9961094,2.6980937e-05,2.2269307e-07,3.2547382e-06,0.9999696
DME-269181-3,3,3.182707e-06,6.707692e-07,0.0007252403,0.999271,0.22639982,0.0027870098,0.0017770891,0.7690362,0.0011955177,0.002424314,0.0021696186,0.9942106,0.0022815203,0.0026037272,0.00052499265,0.9945898
DME-2716523-1,3,0.006306965,0.005985796,0.007647044,0.9800602,0.00082270085,0.0022461156,0.03505474,0.9618765,2.157018e-05,3.3134008e-06,1.313179e-05,0.999962,0.00033087502,1.1508087e-06,0.00036066314,0.9993073
DME-2763635-1,3,1.1400365e-07,7.6806355e-06,0.00018832691,0.99980396,6.194787e-07,4.4848045e-07,0.010641791,0.9893572,0.00021482515,0.0001152199,0.000213179,0.9994568,3.3565644e-07,7.981284e-09,2.5205094e-05,0.9999745
DME-30521-1,3,8.5696825e-05,0.00014816207,0.0021658335,0.9976004,0.0011013263,0.053041443,3.4171455e-05,0.9458231,3.40189e-05,9.767427e-05,0.0032965566,0.99657166,1.1405165e-06,1.4960671e-08,3.123728e-07,0.99999845
DME-30521-10,3,0.00034248127,0.033195794,0.16701026,0.7994515,0.00088163815,0.00014730744,0.9025005,0.09647051,0.00066131534,0.001322164,0.010918496,0.98709804,0.00031884573,0.000116472154,0.00092070695,0.99864393
DME-30521-11,3,9.8394536e-05,6.6294465e-06,4.8462884e-05,0.99984646,2.8641784e-05,0.000102260354,1.8134293e-05,0.999851,0.00028930302,0.0017658372,0.0010137778,0.9969311,7.2226535e-06,1.05801256e-07,8.644863e-06,0.999984
DME-30521-12,3,4.8368192e-06,0.0013932703,0.022827553,0.97577435,3.961976e-06,0.0013199046,0.00067784433,0.9979982,0.00012298176,0.00073692575,0.0034729035,0.9956671,1.8410956e-05,5.407551e-07,0.0001751497,0.99980587
DME-30521-13,3,3.1251392e-07,0.000113382586,1.7973005e-05,0.9998683,0.0048964145,0.24642563,0.45494416,0.29373384,1.4236407e-05,9.587912e-05,0.00021405432,0.99967587,2.8439408e-07,8.245037e-07,3.0549947e-06,0.9999958
DME-30521-2,3,1.3448842e-07,2.9559575e-07,0.0015317431,0.99846774,0.12038997,0.0020145855,6.104691e-05,0.87753433,0.0020984209,0.057920977,0.47559196,0.46438867,7.0586425e-06,0.00030027825,9.512148e-06,0.99968314
DME-30521-3,3,9.741885e-06,3.421927e-05,0.055210836,0.9447452,0.0014404414,0.00019713836,6.802629e-05,0.9982944,0.0036292898,3.0900093e-05,0.04532297,0.9510169,9.112123e-06,2.0998847e-05,0.00038873032,0.99958116
DME-30521-4,3,7.595873e-06,0.00051584176,0.00031129402,0.9991652,7.1681316e-05,0.00045565376,0.00013119368,0.9993414,4.22183e-05,8.618605e-05,0.0150371445,0.98483443,3.1568038e-07,6.1541094e-08,2.3622455e-05,0.99997604
DME-30521-5,3,5.8505602e-06,1.6082896e-07,0.0033519287,0.996642,0.00012215569,0.00087462703,0.013088227,0.98591495,0.0038082353,0.00035573414,0.04788028,0.9479557,6.29257e-06,7.1922577e-06,8.7657994e-05,0.9998989
DME-30521-6,3,1.8392453e-06,3.9135543e-06,0.0037688105,0.9962255,0.0008826883,0.0038665829,0.00033838802,0.99491227,0.00023848466,0.004122945,0.0035369461,0.9921016,1.01484e-06,1.9280492e-08,1.8405815e-05,0.99998057
DME-30521-7,3,0.00027724885,3.027277e-06,0.00015399145,0.9995658,2.0744485e-06,2.5370842e-05,0.0034424693,0.9965301,0.0088770995,0.0021289054,0.0071403855,0.98185366,2.9311318e-06,6.062789e-07,8.025983e-06,0.99998844
DME-30521-8,3,0.017229069,0.043239858,0.051488478,0.8880426,0.0025491442,0.058554895,0.00034231765,0.9385536,9.360541e-05,0.00036993474,0.0029464997,0.9965899,6.1283146e-08,1.2455247e-08,1.485929e-06,0.99999845
DME-30521-9,3,0.0003892884,0.00024558438,0.020640459,0.9787248,0.0006024923,0.19963117,0.0015038367,0.79826254,0.0036658435,0.02296328,0.008984633,0.9643863,8.117629e-06,5.807193e-06,0.0009179923,0.9990681
DME-306172-1,3,1.9432796e-06,1.9167826e-06,8.10486e-07,0.99999535,3.895046e-06,4.7141322e-05,0.003158825,0.9967901,0.000940538,0.000100007004,0.020712411,0.978247,4.6875644e-05,2.1258145e-05,0.00095601054,0.9989759
DME-3064922-1,3,4.327299e-06,0.005986111,0.009558218,0.9844513,9.5911766e-08,4.4328376e-06,0.089955054,0.91004044,0.00087482104,0.0002471913,0.012387862,0.98649013,4.3794927e-05,3.7862654e-05,0.0014763925,0.998442
DME-3157783-1,3,3.188993e-09,2.8941424e-11,6.950581e-08,0.9999999,1.2551891e-07,1.8376078e-08,2.125473e-06,0.99999774,0.0002322954,0.013240364,0.0030438087,0.98348355,6.8508584e-06,3.657125e-07,1.7467179e-06,0.99999094
DME-323904-1,3,4.1009185e-05,1.9844035e-06,0.011117365,0.98883957,0.0007250231,2.5588356e-06,9.585692e-05,0.99917656,0.00043026864,0.004495079,0.020347605,0.97472703,1.1450123e-05,5.1478622e-05,0.00043288022,0.9995042
DME-323904-2,3,3.8460517e-08,4.467925e-07,1.1487008e-05,0.9999881,6.253106e-08,5.6395694e-10,1.1131422e-05,0.9999888,0.0001585222,5.4252498e-05,0.0009807843,0.9988065,6.715932e-06,3.1278677e-07,3.306937e-05,0.99995995
DME-3288089-1,3,3.112181e-06,7.170243e-06,0.00030956935,0.99968016,0.00021829629,2.0013842e-05,0.005843227,0.99391854,0.016834836,0.65202,0.26526546,0.065879695,0.019448897,0.10624187,0.29630035,0.57800895
DME-3475211-1,3,7.203086e-05,0.0017520366,0.002087045,0.996089,0.0625607,0.043375876,0.00077865727,0.8932848,2.503689e-05,8.724345e-05,0.00020304526,0.9996847,1.0336843e-07,3.9280112e-09,3.1740838e-06,0.99999666
DME-3722280-1,3,0.004067491,0.0005977763,0.00029755203,0.99503726,3.2596392e-06,0.00074690924,0.004807698,0.99444216,0.013917957,0.0038433697,0.018724568,0.9635141,0.014860655,4.79456e-05,0.0008797399,0.9842116
DME-3731953-1,3,3.1018235e-08,4.0943973e-09,5.1774514e-09,1.0,1.2675345e-06,0.00010520746,0.0008790961,0.9990144,8.2941406e-05,6.9405774e-05,0.0014647683,0.9983829,7.788013e-07,1.23196e-08,8.836668e-06,0.99999034
DME-37503-1,3,3.7946993e-06,3.0003175e-08,3.8252404e-07,0.9999958,1.8233007e-07,3.9257857e-11,4.3088247e-07,0.9999993,0.00016053834,0.00017875935,0.00022819686,0.9994325,8.2987884e-07,2.1773815e-06,1.5744932e-05,0.9999813
DME-3791742-1,3,2.9101886e-07,3.0732994e-09,3.2722875e-07,0.9999994,2.1986055e-07,4.644208e-08,0.00015481026,0.9998449,4.9099846e-05,9.6512944e-05,0.008144314,0.99171,4.9964854e-07,1.9378541e-08,9.639249e-07,0.99999857
DME-3810791-1,3,0.0001245231,6.490208e-07,9.810217e-07,0.9998739,8.229231e-07,3.8111136e-08,2.4386825e-06,0.9999968,0.0017404163,0.00157934,0.00028428293,0.996396,0.000101509075,9.012759e-08,6.97814e-07,0.9998977
DME-3921035-1,3,0.008294794,0.00033503177,0.00019980397,0.9911704,0.57114625,0.017948192,0.0007192475,0.41018623,0.13123257,0.0034158803,0.014537539,0.85081404,8.1720043e-07,3.626813e-07,1.2910509e-05,0.99998593
DME-4079773-1,3,0.99153745,0.008129943,1.7073885e-06,0.00033094865,0.27276075,0.72415125,0.0016455336,0.0014424255,0.78269476,0.0031303624,0.0069612255,0.20721367,0.5114966,3.3691827e-05,0.00059789367,0.4878718
DME-4117019-1,3,0.04930531,0.098255426,0.22414449,0.62829477,0.0020550538,0.00010466955,9.413254e-06,0.9978309,0.15448475,0.030398984,0.017410506,0.7977058,5.291369e-06,6.4496646e-08,2.7274987e-06,0.9999919
DME-4146088-1,3,5.076076e-07,2.0571943e-07,4.2545238e-07,0.9999988,0.059136968,0.00022726196,1.8053444e-06,0.940634,0.00043701092,0.0009708687,0.00026494454,0.9983272,0.00022551171,4.194135e-06,3.7918614e-06,0.9997665
DME-4240465-1,3,2.901587e-05,3.0466726e-08,6.618281e-06,0.99996424,7.5036305e-06,6.8262125e-08,6.0844536e-06,0.9999863,0.012157748,0.002882029,0.0026002345,0.98236,0.0010918416,1.7994309e-05,0.0028362446,0.99605393
DME-4240465-2,3,7.106414e-08,6.565859e-11,2.9221758e-07,0.99999964,0.00773068,0.0012261904,0.048450544,0.94259256,0.011156459,0.0010621893,0.024140254,0.96364105,0.00012928994,1.8628546e-06,2.2488313e-05,0.99984634
DME-4244491-1,3,4.4235716e-08,1.047335e-08,4.7860725e-05,0.9999521,2.1973832e-05,2.9808438e-05,0.0007983366,0.9991498,0.0023737832,0.0018815987,0.09107818,0.90466654,6.911731e-05,5.586102e-07,0.00033267395,0.9995976
DME-4298019-1,3,1.387421e-05,1.5428318e-08,4.071905e-08,0.99998605,5.817124e-05,0.5002276,0.00055072276,0.49916354,0.00026769025,7.110079e-05,0.00076549756,0.99889565,0.00028495473,2.2956869e-05,2.8603656e-05,0.9996635
DME-4336607-1,3,4.355978e-06,7.69376e-07,0.0012744586,0.9987204,1.6312397e-08,6.414465e-11,8.853605e-06,0.9999912,0.005832045,0.005230015,0.17697138,0.81196654,1.7894881e-05,2.4431287e-05,0.0010786314,0.99887913
DME-4478609-1,3,1.4001513e-06,5.1702943e-07,4.075516e-05,0.9999573,1.7336951e-07,1.156884e-07,2.581776e-06,0.99999714,0.000100852056,8.7782035e-05,0.00018638583,0.99962497,2.9764797e-06,1.5683233e-07,0.00015478354,0.99984205
DME-4616882-1,3,0.0003567417,0.0011258053,0.082491435,0.916026,0.052041292,6.407e-05,0.00013656568,0.947758,0.3175729,0.13308907,0.004365628,0.5449724,0.00080345996,0.0002665565,7.6694654e-05,0.9988533
DME-462675-1,3,0.0027134086,0.006418912,0.00019794948,0.9906697,0.0061514154,0.00035012854,0.02272876,0.97076964,0.00012936608,0.0025589957,0.00818468,0.98912686,9.86231e-07,1.6264761e-06,0.042904247,0.9570931
DME-4634094-1,3,0.0009408645,0.00018236002,3.4355576e-06,0.9988733,0.00017057269,0.9826904,0.00021088842,0.01692816,0.0025004684,0.027263,0.13346715,0.8367693,0.0013116738,0.004384079,0.00057441375,0.9937298
DME-4634094-2,3,7.678535e-08,8.3119106e-10,1.5990108e-07,0.99999976,7.705926e-07,7.108917e-05,4.1490508e-05,0.99988663,1.2912278e-05,1.8297662e-05,0.01499146,0.98497725,9.330032e-07,5.2420937e-06,7.100982e-05,0.99992275
DME-4658666-1,3,5.7290366e-12,4.709223e-13,4.4600708e-07,0.9999995,1.1217102e-05,0.00034762782,0.02292223,0.9767189,0.0029223126,0.001367673,0.0010813052,0.9946287,4.026975e-06,2.8275165e-06,9.445035e-05,0.9998987
DME-4732091-1,3,7.0372764e-08,6.95166e-07,2.2046688e-05,0.99997723,2.148991e-06,3.190501e-08,6.280107e-06,0.99999154,0.00027172014,0.0028516126,0.0010996505,0.9957769,2.1441288e-06,2.7204342e-06,4.2632822e-05,0.99995244
DME-4732091-2,3,1.8009013e-08,3.3776757e-06,0.81625104,0.18374556,5.6759094e-05,5.057921e-05,0.799494,0.20039867,0.0025317045,0.0020970132,0.012291196,0.98308,0.00020713163,0.0003702567,0.077369235,0.92205334
DME-4804900-1,3,0.9412155,0.05876006,4.035749e-06,2.0321655e-05,0.3824858,0.035779703,0.00051216583,0.58122236,0.14898264,0.4273128,0.08762735,0.3360772,0.26980904,0.27834496,0.027243355,0.42460266
DME-4897748-1,3,2.7137278e-07,3.884864e-07,5.95182e-07,0.9999987,0.0007131747,0.0001242814,9.410314e-06,0.99915314,0.036511607,0.07601598,0.060237665,0.82723486,5.694682e-06,1.7418979e-05,4.985415e-05,0.99992704
DME-4940184-1,3,0.04359404,0.20724146,0.051540636,0.6976238,0.94605,0.0074495804,0.00034397628,0.046156455,0.0013897999,0.00020117071,0.0001710622,0.99823785,8.53617e-06,7.925165e-08,1.0490816e-06,0.99999034
DME-4989358-1,3,2.4792547e-05,0.0001180117,9.172175e-06,0.999848,0.00070311216,0.0059204963,0.0022481014,0.9911283,0.0023405035,0.0011974369,0.007892202,0.9885698,8.4975746e-08,1.18893535e-08,1.4181661e-05,0.9999857
DME-5014129-1,3,0.0041113417,0.0032944665,0.00153918,0.991055,0.0083588855,0.0026871248,0.00012458439,0.98882943,0.040021863,0.22579129,0.0014600784,0.73272675,0.080384135,0.0001380851,0.0003725453,0.91910523
DME-5014129-2,3,2.204664e-06,0.000118317745,0.00012230346,0.99975723,5.349572e-08,1.907536e-08,7.855372e-06,0.999992,0.00068415375,0.35077608,0.110401124,0.5381387,3.6722554e-06,2.8177146e-07,4.588402e-06,0.99999154
DME-5071032-1,3,3.9538797e-08,3.938315e-08,0.00083218515,0.9991677,4.901642e-05,3.0297529e-06,3.9515977e-05,0.9999083,0.002739571,0.0056177243,0.13530742,0.8563353,0.00020336831,1.1798628e-05,8.402011e-05,0.9997009
DME-5072525-1,3,3.5656637e-07,5.8862923e-07,0.00013246774,0.9998666,0.001423245,0.012799845,0.04747899,0.93829787,0.00071056216,0.00048045954,0.022834836,0.97597414,0.0116241705,0.0017684525,0.009827356,0.97678
DME-5434248-1,3,1.8167704e-05,0.0024510736,0.004383347,0.99314743,1.5341922e-08,5.5577902e-09,0.00018015558,0.9998198,0.00013848628,0.00035097107,0.0063329465,0.99317753,8.035834e-07,7.4332365e-07,3.2157765e-05,0.99996626
DME-5465575-1,3,4.7204656e-05,8.408373e-06,5.7218695e-06,0.9999386,0.00022341094,8.0078735e-06,2.2939848e-05,0.99974567,0.0003021448,0.001435975,0.00076159684,0.99750024,2.028383e-05,2.6524724e-05,4.62281e-05,0.9999069
DME-5497895-1,3,1.6794421e-07,0.0001816976,0.4519401,0.547878,1.4615821e-06,0.00046536204,0.9893873,0.010145947,0.0004642886,0.00042066682,0.0654104,0.9337047,3.822862e-06,7.809633e-07,0.00025764116,0.9997377
DME-563695-1,3,2.877829e-08,3.3365163e-10,8.754179e-07,0.99999917,5.066405e-07,1.4744225e-08,3.9748542e-07,0.99999917,0.0002021647,0.00033680783,0.070870355,0.9285907,1.3532652e-07,2.7579927e-07,1.1709212e-05,0.99998796
DME-563695-2,3,2.2574023e-09,5.925153e-10,1.1441011e-06,0.9999988,1.8209017e-06,5.4526677e-06,0.36724856,0.6327442,3.5745345e-06,9.9157405e-06,0.022361202,0.9776253,8.964866e-08,3.064506e-07,5.63996e-06,0.99999404
DME-5656004-1,3,0.0067132497,0.034587774,0.787771,0.17092805,0.05441975,0.028116073,0.7456379,0.17182629,0.00650815,0.5094718,0.41481006,0.06920999,0.7798805,0.011202478,0.106218405,0.102698594
DME-5713682-1,3,5.4973635e-09,5.2136195e-10,5.6569593e-09,1.0,7.663667e-05,0.00026918904,0.00036551344,0.9992887,0.0018902081,0.0013314115,0.0006790769,0.99609923,0.0062800753,2.3199114e-05,0.00018747956,0.99350923
DME-57603-1,3,0.0005892706,1.3903326e-05,0.00082003983,0.99857676,5.455451e-05,1.0544838e-06,4.75509e-05,0.99989676,0.000992385,0.002054906,0.0034081223,0.9935446,1.9483923e-05,4.7700983e-06,7.147908e-05,0.9999043
DME-5760454-1,3,0.8045938,0.00096248736,1.0386766e-06,0.19444263,0.0057456223,4.3544436e-08,5.5798064e-06,0.99424875,0.7141711,0.0069928155,0.0026824868,0.27615356,0.023408432,0.000105636456,0.00017883068,0.9763071
DME-5768195-1,3,1.729625e-08,2.6693003e-09,5.7825473e-06,0.99999416,1.201802e-06,5.773674e-08,0.015803056,0.9841957,1.1353879e-05,6.8268186e-05,0.008356074,0.9915643,2.618893e-06,5.4682605e-08,1.1249467e-05,0.9999862
DME-5796574-1,3,2.5565669e-08,3.2785668e-08,8.9495574e-05,0.9999105,8.138699e-09,3.2332764e-10,8.1334156e-07,0.99999917,4.965354e-05,1.93384e-05,0.0029632314,0.99696773,3.6958832e-06,6.397605e-06,9.2622235e-05,0.99989724
DME-5796574-2,3,5.2203325e-07,7.784242e-06,0.0034384069,0.9965533,0.0064627207,0.0037166069,0.01971789,0.9701028,1.5933105e-05,0.00044310506,0.03559808,0.9639429,2.4818322e-05,5.2043342e-05,0.0005207859,0.9994024
DME-5802218-1,3,3.8975873e-08,9.015699e-08,0.00010028237,0.9998996,6.5583627e-06,7.1273746e-05,0.0027504116,0.9971717,0.00043875785,0.0023246522,0.0658158,0.93142074,6.344055e-05,0.20581077,0.77152133,0.022604452
DME-5834001-1,3,3.5625596e-06,1.0174386e-08,7.5138473e-06,0.9999889,3.2974478e-07,4.919236e-07,6.877012e-06,0.99999225,0.003708677,0.0047990456,0.002634339,0.988858,7.085327e-06,1.7537006e-05,0.0008834414,0.99909186
DME-5843591-1,3,6.918699e-05,2.2083848e-06,1.5670878e-06,0.99992704,0.014910462,2.6706079e-05,1.7465876e-06,0.9850611,0.012656902,0.007945149,0.01096485,0.9684331,0.00018409656,1.7000391e-05,0.00016992407,0.9996289
DME-5864085-1,3,1.1875957e-10,4.951823e-12,8.836187e-08,0.9999999,5.365949e-07,1.464992e-09,1.5841216e-07,0.9999993,8.116111e-06,9.9804065e-06,0.0016017266,0.9983802,1.7185201e-07,3.7112613e-08,7.991076e-06,0.9999918
DME-5912153-1,3,0.3206674,0.6580756,0.0074234325,0.013833604,0.08108204,0.29211363,0.041910045,0.58489424,0.15625505,0.5394387,0.23850872,0.06579747,0.060550906,0.00014180457,0.0015605891,0.93774676
DME-5975636-1,3,2.430766e-06,1.41102765e-08,1.2527431e-05,0.999985,0.0014281039,7.622138e-05,0.0004999686,0.99799573,0.00717621,0.00026803673,0.0006617102,0.99189407,2.367546e-06,1.5102786e-07,1.7310089e-06,0.9999957
DME-5981434-1,3,0.0017570077,3.958158e-06,1.0038311e-06,0.9982381,0.00033201344,0.013705206,0.0020732367,0.9838896,0.42890888,0.020597123,0.00037714583,0.55011684,0.22517756,0.005444921,0.0006478766,0.7687297
DME-6090983-1,3,4.158295e-08,4.1572267e-07,6.512448e-08,0.9999994,1.5115339e-05,0.0002845063,0.0005319232,0.9991684,0.01693221,0.012616209,0.056147438,0.9143041,0.00082789676,0.00015961032,0.001350162,0.9976623
DME-6151003-1,3,0.27055877,0.0035746298,0.0043397266,0.72152686,0.9976931,0.0011262154,0.00013196126,0.0010487455,0.98768485,0.0020501367,0.00096814125,0.00929684,0.99168956,0.00011890653,0.0022103982,0.0059810495
DME-6296605-1,3,3.1454906e-06,4.313018e-06,3.9147363e-07,0.99999213,0.0012264128,0.0003195025,0.02383211,0.97462195,0.00033533134,0.0004417903,8.077143e-05,0.99914205,5.3741453e-05,9.0801854e-07,1.06605185e-05,0.9999348
DME-6314020-1,3,5.401525e-07,2.0574434e-10,6.1938534e-09,0.9999994,4.7980485e-08,8.226883e-08,2.0039246e-05,0.99997985,3.7945167e-06,1.5479649e-06,3.1497152e-06,0.99999154,4.1777275e-06,9.05477e-08,2.213721e-06,0.99999344
DME-633268-1,3,2.067451e-06,1.7197798e-06,0.0027854086,0.9972108,0.00066438946,7.9613565e-05,0.00064757006,0.9986084,0.00017987753,0.00095651695,0.012650872,0.98621273,0.00012848708,0.0032618344,0.0011224871,0.99548715
DME-6383847-1,3,0.0022203561,1.5712687e-05,0.0009805813,0.9967834,0.08723894,4.797783e-05,0.0019272941,0.91078585,0.0013138719,0.0006481104,0.009347648,0.9886903,0.003743966,2.7698099e-05,0.000136958,0.9960914
DME-6434323-1,3,0.76871264,0.0021075383,2.8657598e-05,0.22915116,0.49262384,0.0032319175,9.652086e-06,0.50413454,0.08637827,0.01353581,0.007392177,0.8926937,0.009021684,5.3033787e-06,2.051505e-05,0.9909525
DME-671384-1,3,8.2832415e-08,1.3101811e-09,1.140734e-07,0.99999976,4.3614345e-06,8.773993e-08,2.3271825e-07,0.99999535,0.0009765786,0.003816596,0.010044206,0.98516256,7.3231477e-06,3.490669e-08,1.9064116e-06,0.9999907
DME-6716735-1,3,3.6415825e-06,1.923817e-09,1.44379e-07,0.9999962,3.6748193e-07,5.5171985e-11,5.336329e-10,0.99999964,0.00041318094,0.00015550286,0.00038445144,0.99904686,6.41094e-07,4.3711805e-07,2.6337545e-06,0.9999963
DME-6716735-2,3,2.6343641e-05,8.1125975e-08,0.00020024212,0.9997733,0.00016908135,1.3860232e-07,1.434502e-05,0.9998165,0.0007110639,0.003231956,0.016285406,0.9797717,0.00015272426,0.0002848336,0.00429449,0.9952679
DME-70266-1,3,1.7977225e-06,0.00065142266,0.017507074,0.9818397,9.334172e-07,0.002858475,0.00019701716,0.99694353,2.574144e-06,0.0003939179,0.018746309,0.98085725,7.0932797e-06,2.7827796e-06,8.8665794e-05,0.9999014
DME-70266-2,3,7.446669e-05,5.932695e-05,0.00029828722,0.9995679,5.788299e-05,0.03394419,0.0011989335,0.964799,0.0001789369,0.00019653425,0.061139364,0.9384852,1.6919693e-06,1.0666619e-06,2.917353e-06,0.9999944
DME-70266-3,3,9.267299e-06,1.070326e-05,0.017631967,0.9823481,3.89742e-06,4.2521702e-07,1.8108772e-06,0.9999939,5.3247742e-05,0.00045349606,0.00021967175,0.9992736,1.6930538e-06,2.2124457e-06,0.00039849445,0.9995976
DME-7027665-1,3,0.0036594267,0.16738895,1.852364e-05,0.8289332,1.7176562e-06,1.3475489e-05,0.0005341826,0.9994505,0.010860713,0.00022232727,0.00037610388,0.9885408,0.0003669331,9.339453e-06,3.4107009e-06,0.9996202
DME-7194085-1,3,0.0011970063,0.036351513,0.6205322,0.3419192,4.8610887e-05,3.8875354e-05,0.06267974,0.93723273,0.00021725071,0.0016668679,0.010401074,0.98771477,2.1577737e-06,3.1939592e-06,0.001029814,0.9989648
DME-7239304-1,3,3.0246178e-05,0.00019472749,0.00257903,0.99719596,0.00021131027,2.6255284e-06,0.0011650764,0.998621,0.0005595549,0.000755847,0.0024853568,0.9961993,3.78432e-05,2.0667203e-07,0.00010586116,0.9998561
DME-7248535-1,3,3.5909412e-10,7.139825e-12,4.1559662e-08,1.0,0.28274643,0.012091227,0.005017229,0.70014507,0.0010463132,0.0029108135,0.06594579,0.930097,0.00035738884,0.00029536293,0.0010887522,0.99825853
